name	|	uid	|	type	|	uniqname	|	sourceinfo	|	
Tupa	|	1086294	|	synonym	|	Tupa (synonym for Lobelia)	|	gbif:2756426,irmng:1299058	|	
Calcaratolobelia	|	1086294	|	synonym	|	Calcaratolobelia (synonym for Lobelia)	|	gbif:2756426,irmng:1452934	|	
Laurentia	|	1086294	|	synonym	|	Laurentia (synonym for Lobelia)	|	gbif:2756426,irmng:1299058	|	
Parastranthus	|	1086294	|	synonym	|	Parastranthus (synonym for Lobelia)	|	gbif:2756426,irmng:1299058	|	
Rapuntium	|	1086294	|	synonym	|	Rapuntium (synonym for Lobelia)	|	gbif:2756426,irmng:1299058	|	
Unigenes	|	1086294	|	synonym	|	Unigenes (synonym for Lobelia)	|	gbif:2756426	|	
Pratia	|	1086294	|	synonym	|	Pratia (synonym for Lobelia)	|	gbif:2756426	|	
Solenopsis	|	1086294	|	synonym	|	Solenopsis (synonym for Lobelia)	|	gbif:2756426	|	
Jasionaceae	|	1086303	|	synonym	|	Jasionaceae (synonym for Campanulaceae)	|	gbif:8801	|	
Lobeliaceae	|	1086303	|	synonym	|	Lobeliaceae (synonym for Campanulaceae)	|	gbif:8801,irmng:112583	|	
Cyphiaceae	|	1086303	|	synonym	|	Cyphiaceae (synonym for Campanulaceae)	|	gbif:8801,irmng:112583	|	
Nemacladaceae	|	1086303	|	synonym	|	Nemacladaceae (synonym for Campanulaceae)	|	gbif:8801,irmng:112583	|	
Cyananthaceae	|	1086303	|	synonym	|	Cyananthaceae (synonym for Campanulaceae)	|	gbif:8801	|	
Cyphocarpaceae	|	1086303	|	synonym	|	Cyphocarpaceae (synonym for Campanulaceae)	|	gbif:8801,irmng:112583	|	
Osteichthyes	|	114654	|	synonym	|	Osteichthyes (synonym for Euteleostomi)	|	ncbi:117571	|	
Haptophyceae	|	151014	|	synonym	|	Haptophyceae (synonym for Haptophyta)	|	ncbi:2830	|	
T58	|	151014	|	proparte synonym	|	T58 (synonym for Haptophyta)	|	silva:L34669/#2	|	
Prymnesiophyceae	|	151014	|	synonym	|	Prymnesiophyceae (synonym for Haptophyta)	|	ncbi:2830	|	
Prymnesiophyta	|	151014	|	synonym	|	Prymnesiophyta (synonym for Haptophyta)	|	ncbi:2830	|	
Haptomonada	|	151014	|	synonym	|	Haptomonada (synonym for Haptophyta)	|	worms:369190,gbif:70	|	
Filicophyta	|	166292	|	includes	|	Filicophyta (synonym for Moniliformopses)	|	ncbi:241806	|	
ferns	|	166292	|	synonym	|	ferns (synonym for Moniliformopses)	|	ncbi:241806	|	
Aquila antiqua	|	244265	|	synonym	|	Aquila antiqua (synonym for Mammalia)	|	gbif:359	|	
Archaeorycteropus patagonicus	|	244265	|	synonym	|	Archaeorycteropus patagonicus (synonym for Mammalia)	|	gbif:359	|	
Prostylophorus margeriei	|	244265	|	synonym	|	Prostylophorus margeriei (synonym for Mammalia)	|	gbif:359	|	
Proplanodus adnepos	|	244265	|	synonym	|	Proplanodus adnepos (synonym for Mammalia)	|	gbif:359	|	
Anisorhizus atriarius	|	244265	|	synonym	|	Anisorhizus atriarius (synonym for Mammalia)	|	gbif:359	|	
Isolophodon aplanatus	|	244265	|	synonym	|	Isolophodon aplanatus (synonym for Mammalia)	|	gbif:359	|	
Phoca aegyptiaca	|	244265	|	synonym	|	Phoca aegyptiaca (synonym for Mammalia)	|	gbif:359	|	
Trichechus hydropithecus	|	244265	|	synonym	|	Trichechus hydropithecus (synonym for Mammalia)	|	gbif:359	|	
Protobradys harmonicus	|	244265	|	synonym	|	Protobradys harmonicus (synonym for Mammalia)	|	gbif:359	|	
Aquila ferox	|	244265	|	synonym	|	Aquila ferox (synonym for Mammalia)	|	gbif:359	|	
Stenogenium aenigmaticum	|	244265	|	synonym	|	Stenogenium aenigmaticum (synonym for Mammalia)	|	gbif:359	|	
Diplodon ampliatus	|	244265	|	synonym	|	Diplodon ampliatus (synonym for Mammalia)	|	gbif:359	|	
Pachypithecus macrognathus	|	244265	|	synonym	|	Pachypithecus macrognathus (synonym for Mammalia)	|	gbif:359	|	
Praephoca	|	244265	|	synonym	|	Praephoca (synonym for Mammalia)	|	gbif:359	|	
Homunculus imago	|	244265	|	synonym	|	Homunculus imago (synonym for Mammalia)	|	gbif:359	|	
Phoca aegyptiaca subsp. antiqua	|	244265	|	synonym	|	Phoca aegyptiaca subsp. antiqua (synonym for Mammalia)	|	gbif:359	|	
Lambdaconus suinus	|	244265	|	synonym	|	Lambdaconus suinus (synonym for Mammalia)	|	gbif:359	|	
Anagonia insulata	|	244265	|	synonym	|	Anagonia insulata (synonym for Mammalia)	|	gbif:359	|	
Bryopsida	|	246594	|	synonym	|	Bryopsida (synonym for Bryophyta)	|	ncbi:3208	|	
Musci	|	246594	|	synonym	|	Musci (synonym for Bryophyta)	|	ncbi:3208,gbif:35	|	
Hymenocallis georgiana	|	258473	|	synonym	|	Hymenocallis georgiana (synonym for Amaryllidaceae)	|	gbif:7682	|	
Agapanthaceae	|	258473	|	synonym	|	Agapanthaceae (synonym for Amaryllidaceae)	|	gbif:7682,irmng:119252	|	
Cepaceae	|	258473	|	synonym	|	Cepaceae (synonym for Amaryllidaceae)	|	gbif:7682	|	
Cyrtanthaceae	|	258473	|	synonym	|	Cyrtanthaceae (synonym for Amaryllidaceae)	|	gbif:7682	|	
Pancratiaceae	|	258473	|	synonym	|	Pancratiaceae (synonym for Amaryllidaceae)	|	gbif:7682	|	
Gilliesiaceae	|	258473	|	synonym	|	Gilliesiaceae (synonym for Amaryllidaceae)	|	gbif:7682	|	
Galanthaceae	|	258473	|	synonym	|	Galanthaceae (synonym for Amaryllidaceae)	|	gbif:7682	|	
Haemanthaceae	|	258473	|	synonym	|	Haemanthaceae (synonym for Amaryllidaceae)	|	gbif:7682	|	
Oporanthaceae	|	258473	|	synonym	|	Oporanthaceae (synonym for Amaryllidaceae)	|	gbif:7682	|	
Strumariaceae	|	258473	|	synonym	|	Strumariaceae (synonym for Amaryllidaceae)	|	gbif:7682	|	
Zephyranthaceae	|	258473	|	synonym	|	Zephyranthaceae (synonym for Amaryllidaceae)	|	gbif:7682	|	
Leucojaceae	|	258473	|	synonym	|	Leucojaceae (synonym for Amaryllidaceae)	|	gbif:7682	|	
Gethyllidaceae	|	258473	|	synonym	|	Gethyllidaceae (synonym for Amaryllidaceae)	|	gbif:7682	|	
Tulbaghiaceae	|	258473	|	synonym	|	Tulbaghiaceae (synonym for Amaryllidaceae)	|	gbif:7682	|	
Brunsvigiaceae	|	258473	|	synonym	|	Brunsvigiaceae (synonym for Amaryllidaceae)	|	gbif:7682	|	
Narcissaceae	|	258473	|	synonym	|	Narcissaceae (synonym for Amaryllidaceae)	|	gbif:7682	|	
Alliaceae	|	258473	|	synonym	|	Alliaceae (synonym for Amaryllidaceae)	|	gbif:7682,irmng:119252	|	
Milulaceae	|	258473	|	synonym	|	Milulaceae (synonym for Amaryllidaceae)	|	gbif:7682	|	
Heterokonta	|	266745	|	synonym	|	Heterokonta (synonym for Stramenopiles)	|	ncbi:33634,worms:368898	|	
Straminipila	|	266745	|	synonym	|	Straminipila (synonym for Stramenopiles)	|	ncbi:33634	|	
Heterokontophyta	|	266745	|	synonym	|	Heterokontophyta (synonym for Stramenopiles)	|	irmng:118	|	
Camarellidae	|	2933645	|	synonym	|	Camarellidae (synonym for Camerellidae)	|	gbif:4867458	|	
Camarella	|	2934022	|	synonym	|	Camarella (synonym for Camerella)	|	gbif:4867475	|	
Ciliata	|	302424	|	synonym	|	Ciliata (synonym for Ciliophora (phylum in subkingdom SAR))	|	ncbi:5878	|	
Limnophilus productus	|	3029256	|	synonym	|	Limnophilus productus (synonym for Limnephilus productus)	|	gbif:1442640,irmng:10194952	|	
Limnephilus utahensis	|	3029256	|	synonym	|	Limnephilus utahensis (synonym for Limnephilus productus)	|	gbif:1442640,irmng:10194952	|	
Zaporota pallens	|	3029257	|	synonym	|	Zaporota pallens (synonym for Limnephilus pallens)	|	gbif:1442646,irmng:11172313	|	
Eukarya	|	304358	|	synonym	|	Eukarya (synonym for Eukaryota)	|	ncbi:2759	|	
D4P07G08	|	304358	|	proparte synonym	|	D4P07G08 (synonym for Eukaryota)	|	silva:D11377/#1	|	
DH147-EKD10	|	304358	|	proparte synonym	|	DH147-EKD10 (synonym for Eukaryota)	|	silva:D11377/#1	|	
LG25-05	|	304358	|	proparte synonym	|	LG25-05 (synonym for Eukaryota)	|	silva:D11377/#1	|	
NAMAKO-1	|	304358	|	proparte synonym	|	NAMAKO-1 (synonym for Eukaryota)	|	silva:D11377/#1	|	
RT5iin25	|	304358	|	proparte synonym	|	RT5iin25 (synonym for Eukaryota)	|	silva:D11377/#1	|	
SA1-3C06	|	304358	|	proparte synonym	|	SA1-3C06 (synonym for Eukaryota)	|	silva:D11377/#1	|	
DH147-EKD23	|	304358	|	proparte synonym	|	DH147-EKD23 (synonym for Eukaryota)	|	silva:D11377/#1	|	
Eucaryotae	|	304358	|	synonym	|	Eucaryotae (synonym for Eukaryota)	|	ncbi:2759	|	
Eukaryotae	|	304358	|	synonym	|	Eukaryotae (synonym for Eukaryota)	|	ncbi:2759	|	
Diapsida	|	329823	|	synonym	|	Diapsida (synonym for Sauria (order in Opisthokonta))	|	ncbi:32561	|	
Chelonus belokobylskiji	|	3298230	|	homotypic synonym	|	Chelonus belokobylskiji (synonym for Ascogaster belokobylskiji)	|	gbif:1261477	|	
Fungi/Metazoa group	|	332573	|	synonym	|	Fungi/Metazoa group (synonym for Opisthokonta)	|	ncbi:33154	|	
opisthokonts	|	332573	|	synonym	|	opisthokonts (synonym for Opisthokonta)	|	ncbi:33154	|	
Eremoglaresis hispanus	|	3325732	|	synonym	|	Eremoglaresis hispanus (synonym for Glaresis hispana)	|	gbif:1086219,irmng:10376081	|	
Eoglaresis hispanus	|	3325732	|	synonym	|	Eoglaresis hispanus (synonym for Glaresis hispana)	|	gbif:1086219,irmng:11498195	|	
Glaresis hispanus	|	3325732	|	synonym	|	Glaresis hispanus (synonym for Glaresis hispana)	|	irmng:11498195	|	
Meligethes serripes	|	3355881	|	synonym	|	Meligethes serripes (synonym for Lamiogethes serripes)	|	ncbi:1588194,gbif:6097317	|	
Meligethes brunnicornis	|	3355880	|	synonym	|	Meligethes brunnicornis (synonym for Lamiogethes brunnicornis)	|	ncbi:1588193,gbif:4453098	|	
Eumycota	|	352914	|	synonym	|	Eumycota (synonym for Fungi)	|	worms:4	|	
Topobates labyrinthicus	|	3529146	|	homotypic synonym	|	Topobates labyrinthicus (synonym for Scheloribates labyrinthicus)	|	gbif:2190304,irmng:11550172	|	
Viridiplantae	|	361838	|	synonym	|	Viridiplantae (synonym for Chloroplastida)	|	silva:D13324/#3,ncbi:33090	|	
Chlorobionta	|	361838	|	synonym	|	Chlorobionta (synonym for Chloroplastida)	|	ncbi:33090	|	
Chlorophyta/Embryophyta group	|	361838	|	synonym	|	Chlorophyta/Embryophyta group (synonym for Chloroplastida)	|	ncbi:33090	|	
chlorophyte/embryophyte group	|	361838	|	synonym	|	chlorophyte/embryophyte group (synonym for Chloroplastida)	|	ncbi:33090	|	
Huia leporipes	|	3618380	|	synonym	|	Huia leporipes (synonym for Odorrana leporipes)	|	ncbi:1394128	|	
Rana leporipes	|	3618380	|	synonym	|	Rana leporipes (synonym for Odorrana leporipes)	|	ncbi:1394128,gbif:2427268,irmng:10721540	|	
Huia anlungensis	|	3618387	|	synonym	|	Huia anlungensis (synonym for Odorrana anlungensis)	|	ncbi:1394124	|	
Rana anlungensis	|	3618387	|	synonym	|	Rana anlungensis (synonym for Odorrana anlungensis)	|	ncbi:1394124,gbif:2427278,irmng:10245865	|	
Rana trankieni	|	3618386	|	synonym	|	Rana trankieni (synonym for Odorrana trankieni)	|	gbif:2427293,irmng:11057183	|	
Nemata	|	395057	|	synonym	|	Nemata (synonym for Nematoda)	|	ncbi:6231,worms:799	|	
Achneria fasciculata	|	3950579	|	synonym	|	Achneria fasciculata (synonym for Poa kilimanjarica)	|	gbif:4119653	|	
Koeleria convoluta var. vulcanica	|	3950579	|	synonym	|	Koeleria convoluta var. vulcanica (synonym for Poa kilimanjarica)	|	gbif:4119653	|	
Festuca kilimanjarica	|	3950579	|	synonym	|	Festuca kilimanjarica (synonym for Poa kilimanjarica)	|	gbif:4119653	|	
Poa balearica	|	3950577	|	synonym	|	Poa balearica (synonym for Poa flaccidula)	|	gbif:4122792	|	
Asterothamnus	|	409712	|	synonym	|	Asterothamnus (synonym for Aster)	|	gbif:3093921	|	
Baccharidopsis	|	409712	|	synonym	|	Baccharidopsis (synonym for Aster)	|	gbif:3093921,irmng:1355106	|	
Leucosyris	|	409712	|	synonym	|	Leucosyris (synonym for Aster)	|	gbif:3093921	|	
Crinitina	|	409712	|	synonym	|	Crinitina (synonym for Aster)	|	gbif:3093921	|	
Bellidiastrum	|	409712	|	synonym	|	Bellidiastrum (synonym for Aster)	|	gbif:3093921,irmng:1355106,irmng:1080732	|	
Virgulaster	|	409712	|	synonym	|	Virgulaster (synonym for Aster)	|	gbif:3093921,irmng:1355106	|	
Chlamydites	|	409712	|	synonym	|	Chlamydites (synonym for Aster)	|	gbif:3093921,irmng:1355106	|	
Heteropappus	|	409712	|	synonym	|	Heteropappus (synonym for Aster)	|	gbif:3093921	|	
Oreostemma	|	409712	|	synonym	|	Oreostemma (synonym for Aster)	|	gbif:3093921	|	
Triniteurybia	|	409712	|	synonym	|	Triniteurybia (synonym for Aster)	|	gbif:3093921	|	
Conyzanthus	|	409712	|	synonym	|	Conyzanthus (synonym for Aster)	|	gbif:3093921,irmng:1355106	|	
Bellidastrum	|	409712	|	synonym	|	Bellidastrum (synonym for Aster)	|	gbif:3093921	|	
Borkonstia	|	409712	|	synonym	|	Borkonstia (synonym for Aster)	|	gbif:3093921,irmng:1355106	|	
Almutaster	|	409712	|	synonym	|	Almutaster (synonym for Aster)	|	gbif:3093921	|	
Heterochaeta	|	409712	|	synonym	|	Heterochaeta (synonym for Aster)	|	gbif:3093921,irmng:1355106	|	
Ampelaster	|	409712	|	synonym	|	Ampelaster (synonym for Aster)	|	gbif:3093921	|	
Lasallea	|	409712	|	synonym	|	Lasallea (synonym for Aster)	|	gbif:3093921,irmng:1355106	|	
Eurybia	|	409712	|	synonym	|	Eurybia (synonym for Aster)	|	gbif:3093921	|	
Canadanthus	|	409712	|	synonym	|	Canadanthus (synonym for Aster)	|	gbif:3093921	|	
Weberaster	|	409712	|	synonym	|	Weberaster (synonym for Aster)	|	gbif:3093921,irmng:1355106	|	
Kitamuraster	|	409712	|	synonym	|	Kitamuraster (synonym for Aster)	|	gbif:3093921,irmng:1355106	|	
Kitamuraea	|	409712	|	synonym	|	Kitamuraea (synonym for Aster)	|	gbif:3093921,irmng:1355106	|	
Amphirhapis	|	409712	|	synonym	|	Amphirhapis (synonym for Aster)	|	gbif:3093921	|	
Baccharidiopsis	|	409712	|	synonym	|	Baccharidiopsis (synonym for Aster)	|	gbif:3093921,irmng:1355106	|	
Oreastrum	|	409712	|	synonym	|	Oreastrum (synonym for Aster)	|	gbif:3093921,irmng:1355106	|	
Asteromoea	|	409712	|	synonym	|	Asteromoea (synonym for Aster)	|	gbif:3093921,irmng:1375618	|	
Arctogeron	|	409712	|	synonym	|	Arctogeron (synonym for Aster)	|	gbif:3093921	|	
Miyamayomena	|	409712	|	synonym	|	Miyamayomena (synonym for Aster)	|	gbif:3093921,irmng:1355106	|	
Sericocarpus	|	409712	|	synonym	|	Sericocarpus (synonym for Aster)	|	gbif:3093921	|	
Wardaster	|	409712	|	synonym	|	Wardaster (synonym for Aster)	|	gbif:3093921,irmng:1355106	|	
Eucephalus	|	409712	|	synonym	|	Eucephalus (synonym for Aster)	|	gbif:3093921	|	
Doellingeria	|	409712	|	synonym	|	Doellingeria (synonym for Aster)	|	gbif:3093921	|	
Biotia	|	409712	|	synonym	|	Biotia (synonym for Aster)	|	gbif:3093921	|	
Chloracantha	|	409712	|	synonym	|	Chloracantha (synonym for Aster)	|	gbif:3093921	|	
Ionactis	|	409712	|	synonym	|	Ionactis (synonym for Aster)	|	gbif:3093921	|	
Afroaster	|	409712	|	synonym	|	Afroaster (synonym for Aster)	|	gbif:3093921	|	
Oclemena	|	409712	|	synonym	|	Oclemena (synonym for Aster)	|	gbif:3093921	|	
Crinitaria	|	409712	|	synonym	|	Crinitaria (synonym for Aster)	|	irmng:1355106	|	
Linosyris	|	409712	|	synonym	|	Linosyris (synonym for Aster)	|	irmng:1355106	|	
Galatella	|	409712	|	synonym	|	Galatella (synonym for Aster)	|	irmng:1355106	|	
Ascomycotina	|	439373	|	synonym	|	Ascomycotina (synonym for Ascomycota)	|	worms:21891	|	
Stibasoma semiflavum	|	4453688	|	synonym	|	Stibasoma semiflavum (synonym for Stibasoma bicolor)	|	gbif:1494989,irmng:10130970	|	
Tabanus tristis	|	4453688	|	synonym	|	Tabanus tristis (synonym for Stibasoma bicolor)	|	gbif:1494989,irmng:10130970	|	
Selasoma giganteum	|	4453685	|	homotypic synonym	|	Selasoma giganteum (synonym for Stibasoma giganteum)	|	gbif:1495030,irmng:11356458	|	
Stibasoma ornatipenne	|	4453686	|	homotypic synonym	|	Stibasoma ornatipenne (synonym for Dicladocera ornatipenne)	|	gbif:1497641,irmng:11360663	|	
Compositae	|	46248	|	synonym	|	Compositae (synonym for Asteraceae)	|	ncbi:4210,gbif:6070956,irmng:114753	|	
Senecionaceae	|	46248	|	synonym	|	Senecionaceae (synonym for Asteraceae)	|	gbif:3065	|	
Aposeridaceae	|	46248	|	synonym	|	Aposeridaceae (synonym for Asteraceae)	|	gbif:3065	|	
Anthemidaceae	|	46248	|	synonym	|	Anthemidaceae (synonym for Asteraceae)	|	gbif:3065	|	
Partheniaceae	|	46248	|	synonym	|	Partheniaceae (synonym for Asteraceae)	|	gbif:3065	|	
Eupatoriaceae	|	46248	|	synonym	|	Eupatoriaceae (synonym for Asteraceae)	|	gbif:3065	|	
Helichrysaceae	|	46248	|	synonym	|	Helichrysaceae (synonym for Asteraceae)	|	gbif:3065	|	
Acarnaceae	|	46248	|	synonym	|	Acarnaceae (synonym for Asteraceae)	|	gbif:3065	|	
Vernoniaceae	|	46248	|	synonym	|	Vernoniaceae (synonym for Asteraceae)	|	gbif:3065	|	
Coreopsidaceae	|	46248	|	synonym	|	Coreopsidaceae (synonym for Asteraceae)	|	gbif:3065	|	
Cynaraceae	|	46248	|	synonym	|	Cynaraceae (synonym for Asteraceae)	|	gbif:3065	|	
Echinopaceae	|	46248	|	synonym	|	Echinopaceae (synonym for Asteraceae)	|	gbif:3065	|	
Ambrosiaceae	|	46248	|	synonym	|	Ambrosiaceae (synonym for Asteraceae)	|	gbif:3065	|	
Calendulaceae	|	46248	|	synonym	|	Calendulaceae (synonym for Asteraceae)	|	gbif:3065	|	
Inulaceae	|	46248	|	synonym	|	Inulaceae (synonym for Asteraceae)	|	gbif:3065	|	
Perdiciaceae	|	46248	|	synonym	|	Perdiciaceae (synonym for Asteraceae)	|	gbif:3065	|	
Cassiniaceae	|	46248	|	synonym	|	Cassiniaceae (synonym for Asteraceae)	|	gbif:3065	|	
Athanasiaceae	|	46248	|	synonym	|	Athanasiaceae (synonym for Asteraceae)	|	gbif:3065	|	
Arctotidaceae	|	46248	|	synonym	|	Arctotidaceae (synonym for Asteraceae)	|	gbif:3065	|	
Mutisiaceae	|	46248	|	synonym	|	Mutisiaceae (synonym for Asteraceae)	|	gbif:3065	|	
Artemisiaceae	|	46248	|	synonym	|	Artemisiaceae (synonym for Asteraceae)	|	gbif:3065	|	
Carduaceae	|	46248	|	synonym	|	Carduaceae (synonym for Asteraceae)	|	gbif:3065	|	
Cichoriaceae	|	46248	|	synonym	|	Cichoriaceae (synonym for Asteraceae)	|	gbif:3065	|	
Lactucaceae	|	46248	|	synonym	|	Lactucaceae (synonym for Asteraceae)	|	gbif:3065	|	
Harpodactyla	|	4624892	|	synonym	|	Harpodactyla (synonym for Gama (genus in Opisthokonta))	|	gbif:1054182,irmng:1345588	|	
Triodontella luluensis	|	4624851	|	homotypic synonym	|	Triodontella luluensis (synonym for Aulacoserica luluensis)	|	gbif:1050655	|	
Atysilla dartevellei	|	4624861	|	homotypic synonym	|	Atysilla dartevellei (synonym for Aulacoserica dartevellei)	|	gbif:1050691	|	
Melanocamenta rufocastanea	|	4624867	|	homotypic synonym	|	Melanocamenta rufocastanea (synonym for Aulacoserica rufocastanea)	|	gbif:1050662	|	
Pegylis uelensis	|	4624872	|	homotypic synonym	|	Pegylis uelensis (synonym for Aulacoserica uelensis)	|	gbif:1050688	|	
Barybas minuta	|	4624837	|	homotypic synonym	|	Barybas minuta (synonym for Aulacoserica minuta)	|	gbif:1050684	|	
Cyrtocamenta zumpti	|	4624876	|	homotypic synonym	|	Cyrtocamenta zumpti (synonym for Aulacoserica zumpti)	|	gbif:1050666	|	
Atysilla soror	|	4624841	|	homotypic synonym	|	Atysilla soror (synonym for Aulacoserica soror)	|	gbif:1050682	|	
Empectoides decaryi	|	4624828	|	synonym	|	Empectoides decaryi (synonym for Empectoides drouhardi)	|	gbif:1064440	|	
Empecta gentilis	|	4624830	|	synonym	|	Empecta gentilis (synonym for Empectoides gentilis)	|	irmng:11585332	|	
Gama viridiaenea	|	4624899	|	homotypic synonym	|	Gama viridiaenea (synonym for Barybas viridiaenea)	|	gbif:8326812	|	
Pseudohercitis viridiaenea	|	4624899	|	homotypic synonym	|	Pseudohercitis viridiaenea (synonym for Barybas viridiaenea)	|	gbif:8326812,irmng:11586324	|	
Eresia alsina	|	462488	|	synonym	|	Eresia alsina (synonym for Eresia ithomioides alsina)	|	ncbi:436892,gbif:1895783,irmng:10271858	|	
Eresia phaedima	|	462483	|	synonym	|	Eresia phaedima (synonym for Eresia datis phaedima)	|	ncbi:436890,gbif:1895744,irmng:11093599	|	
Eresia prisca	|	462483	|	synonym	|	Eresia prisca (synonym for Eresia datis phaedima)	|	gbif:1895744,irmng:10263898	|	
Archosauria-Testudines	|	4947372	|	synonym	|	Archosauria-Testudines (synonym for Archelosauria)	|	ncbi:1329799	|	
Testudines + Archosauria group	|	4947372	|	synonym	|	Testudines + Archosauria group (synonym for Archelosauria)	|	ncbi:1329799	|	
Podurites saltator	|	511967	|	synonym	|	Podurites saltator (synonym for Arachnida)	|	gbif:367	|	
Acarus resinosus	|	511967	|	synonym	|	Acarus resinosus (synonym for Arachnida)	|	gbif:367	|	
Arthrolycosa prolifera	|	511967	|	synonym	|	Arthrolycosa prolifera (synonym for Arachnida)	|	gbif:367	|	
Flagrosuctobelba pennata	|	5119672	|	synonym	|	Flagrosuctobelba pennata (synonym for Suctobelbella pennata)	|	gbif:6898186,irmng:11664416	|	
Harosa	|	5246039	|	synonym	|	Harosa (synonym for SAR)	|	worms:582419	|	
Plantae	|	5268475	|	synonym	|	Plantae (synonym for Archaeplastida)	|	worms:3,gbif:6,irmng:15	|	
Blatta hyperborea	|	5268475	|	synonym	|	Blatta hyperborea (synonym for Archaeplastida)	|	gbif:6	|	
Euphemerites	|	5268475	|	synonym	|	Euphemerites (synonym for Archaeplastida)	|	gbif:6	|	
Curculionites costulatus	|	5268475	|	synonym	|	Curculionites costulatus (synonym for Archaeplastida)	|	gbif:6	|	
Donacia smithiana	|	5268475	|	synonym	|	Donacia smithiana (synonym for Archaeplastida)	|	gbif:6	|	
Archelytron priscus	|	5268475	|	synonym	|	Archelytron priscus (synonym for Archaeplastida)	|	gbif:6	|	
Pythonidium metallicum	|	5268475	|	synonym	|	Pythonidium metallicum (synonym for Archaeplastida)	|	gbif:6	|	
Donacia parvula	|	5268475	|	synonym	|	Donacia parvula (synonym for Archaeplastida)	|	gbif:6	|	
Elytridium	|	5268475	|	synonym	|	Elytridium (synonym for Archaeplastida)	|	gbif:6	|	
Curculionites thoracicus	|	5268475	|	synonym	|	Curculionites thoracicus (synonym for Archaeplastida)	|	gbif:6	|	
Ctenostematopteryx minor	|	5268475	|	synonym	|	Ctenostematopteryx minor (synonym for Archaeplastida)	|	gbif:6	|	
Phytoptus antiquus	|	5268475	|	synonym	|	Phytoptus antiquus (synonym for Archaeplastida)	|	gbif:6	|	
Euphemerites simplex	|	5268475	|	synonym	|	Euphemerites simplex (synonym for Archaeplastida)	|	gbif:6	|	
Chrysomelites lindhageni	|	5268475	|	synonym	|	Chrysomelites lindhageni (synonym for Archaeplastida)	|	gbif:6	|	
Elytridium deplanatum	|	5268475	|	synonym	|	Elytridium deplanatum (synonym for Archaeplastida)	|	gbif:6	|	
Euphemerites affinis	|	5268475	|	synonym	|	Euphemerites affinis (synonym for Archaeplastida)	|	gbif:6	|	
Laccophilus parvulus	|	5268475	|	synonym	|	Laccophilus parvulus (synonym for Archaeplastida)	|	gbif:6	|	
Rhabdotarachnoides simoni	|	5268475	|	synonym	|	Rhabdotarachnoides simoni (synonym for Archaeplastida)	|	gbif:6	|	
Chrysomelites thulensis	|	5268475	|	synonym	|	Chrysomelites thulensis (synonym for Archaeplastida)	|	gbif:6	|	
Euphemerites gigas	|	5268475	|	synonym	|	Euphemerites gigas (synonym for Archaeplastida)	|	gbif:6	|	
Archelytron	|	5268475	|	synonym	|	Archelytron (synonym for Archaeplastida)	|	gbif:6	|	
Pythonidium	|	5268475	|	synonym	|	Pythonidium (synonym for Archaeplastida)	|	gbif:6	|	
Silpha deplanata	|	5268475	|	synonym	|	Silpha deplanata (synonym for Archaeplastida)	|	gbif:6	|	
Hydrobius nauckhoffi	|	5268475	|	synonym	|	Hydrobius nauckhoffi (synonym for Archaeplastida)	|	gbif:6	|	
Rhabdotarachnoides	|	5268475	|	synonym	|	Rhabdotarachnoides (synonym for Archaeplastida)	|	gbif:6	|	
Diatomea	|	5342311	|	synonym	|	Diatomea (synonym for Bacillariophyta)	|	silva:M87325/#4,ncbi:2836	|	
Diatomeae	|	5342311	|	synonym	|	Diatomeae (synonym for Bacillariophyta)	|	ncbi:2836,gbif:7947184	|	
Diatomophyceae	|	5342311	|	synonym	|	Diatomophyceae (synonym for Bacillariophyta)	|	ncbi:2836,gbif:7947184	|	
Bacillariophyceae	|	5342311	|	synonym	|	Bacillariophyceae (synonym for Bacillariophyta)	|	gbif:7947184	|	
Fragilariophyceae	|	5342311	|	synonym	|	Fragilariophyceae (synonym for Bacillariophyta)	|	gbif:7947184	|	
Lissamphibia	|	544595	|	includes	|	Lissamphibia (synonym for Amphibia)	|	ncbi:8292	|	
Cyrtodactylus sp. MDL-2014	|	5553798	|	equivalent name	|	Cyrtodactylus sp. MDL-2014 (synonym for Cyrtodactylus cucdongensis)	|	ncbi:1485191	|	
Hepaticae	|	56601	|	synonym	|	Hepaticae (synonym for Marchantiophyta)	|	ncbi:3195,gbif:9	|	
Hepaticopsida	|	56601	|	synonym	|	Hepaticopsida (synonym for Marchantiophyta)	|	ncbi:3195,irmng:1179	|	
Hepatophyta	|	56601	|	synonym	|	Hepatophyta (synonym for Marchantiophyta)	|	gbif:9	|	
Notopthalmus	|	566013	|	misspelling	|	Notopthalmus (synonym for Notophthalmus)	|	ncbi:8315,gbif:3241039,irmng:1039196	|	
Notophtalmus	|	566013	|	synonym	|	Notophtalmus (synonym for Notophthalmus)	|	gbif:3241039,irmng:1039196	|	
Notophthalma	|	566013	|	synonym	|	Notophthalma (synonym for Notophthalmus)	|	gbif:3241039,irmng:1039196	|	
Nothophthalmus	|	566013	|	synonym	|	Nothophthalmus (synonym for Notophthalmus)	|	gbif:3241039,irmng:1039196	|	
Notophtalamus viridescens	|	566015	|	misspelling	|	Notophtalamus viridescens (synonym for Notophthalmus viridescens)	|	ncbi:8316	|	
Notophthalmus viridiscens	|	566015	|	misspelling	|	Notophthalmus viridiscens (synonym for Notophthalmus viridescens)	|	ncbi:8316	|	
